Wall time,Step,Value
1577874427.3780873,0,70.42243194580078
1577874470.137727,2,72.02165985107422
1577874514.1021433,4,71.44031524658203
1577874675.11603,0,59.308528900146484
1577874726.2771988,2,63.788387298583984
1577874777.3685546,4,63.923187255859375
1577874829.310635,6,58.5427131652832
1577874880.6672812,8,59.37750244140625
1577874932.404909,10,62.83198165893555
1577874984.1026442,12,58.74504470825195
1577875035.922052,14,59.0315055847168
1577875087.4013705,16,54.252681732177734
1577875139.511002,18,57.27222442626953
1577875190.7429826,20,55.51771545410156
1577875242.3878572,22,52.12065124511719
1577875293.5340667,24,54.62434768676758
1577875345.2128513,26,47.6065788269043
1577875396.3660412,28,52.80084228515625
1577875447.8254125,30,53.51131820678711
1577875499.2149708,32,52.45346450805664
1577875550.5157664,34,52.383121490478516
1577875601.8075862,36,51.759708404541016
1577875653.4973438,38,51.00543975830078
1577875704.5687509,40,52.229652404785156
1577875756.269478,42,53.68612289428711
1577875808.3681402,44,49.11423110961914
1577875860.6792326,46,52.76730728149414
1577875912.5155976,48,48.893375396728516
1577875963.8054209,50,47.410274505615234
1577876015.904084,52,52.017066955566406
1577876067.5709007,54,54.81099319458008
1577876119.9857159,56,51.801109313964844
1577876171.707386,58,46.83274841308594
1577876223.4480052,60,48.48947525024414
1577876274.6390939,62,47.12565612792969
1577876326.7746582,64,46.548736572265625
1577876378.578109,66,54.44212341308594
1577876430.3137407,68,50.08218002319336
1577876481.8828192,70,47.55876159667969
1577876533.3292265,72,45.819061279296875
1577876585.0508957,74,45.762943267822266
1577876637.0268853,76,46.91659927368164
1577876688.5191703,78,49.29893112182617
1577876739.8379178,80,46.49861526489258
1577876792.2906094,82,47.580650329589844
1577876843.518586,84,47.91737747192383
1577876894.8822157,86,43.27162551879883
1577876947.0107958,88,49.48457717895508
1577876998.9488883,90,50.95538330078125
1577877050.6047335,92,46.67376708984375
1577877102.4251392,94,41.60572814941406
1577877154.2335763,96,45.87198257446289
1577877205.342885,98,42.83085632324219
1577877256.5678842,100,42.98862838745117
1577877307.9215372,102,45.59133529663086
1577877359.3519866,104,43.53577423095703
1577877410.1989965,106,44.91856384277344
1577877461.2554448,108,44.691402435302734
1577877512.6200693,110,44.018131256103516
1577877563.9517825,112,44.57763671875
1577877615.8838913,114,43.59843444824219
1577877667.6354809,116,44.353240966796875
1577877719.6274276,118,45.93065643310547
1577877770.9232376,120,43.92209243774414
1577877828.3047693,122,45.9715576171875
1577877883.5699635,124,45.307220458984375
1577877934.811914,126,43.085304260253906
1577877986.4218833,128,41.69775390625
1577878037.4384396,130,46.13778305053711
1577878089.0823188,132,45.20421600341797
1577878140.539694,134,42.657615661621094
1577878191.7946126,136,42.64533615112305
1577878242.7603045,138,43.526817321777344
1577878294.309436,140,45.5309944152832
1577878345.430712,142,43.90831756591797
1577878396.4392936,144,43.47800064086914
1577878447.8188741,146,43.05097961425781
1577878498.856374,148,43.18009567260742
1577878550.2090304,150,42.681026458740234
1577878601.8120203,152,42.43793487548828
1577878653.1586926,154,46.34818649291992
1577878704.730763,156,42.33914566040039
1577878756.2390032,158,43.00196838378906
1577878807.673442,160,42.38516616821289
1577878859.6404538,162,42.37431716918945
1577878911.2833357,164,42.889163970947266
1577878964.2436926,166,43.645591735839844
1577879017.5820382,168,41.49195861816406
1577879073.450617,170,41.83917236328125
1577879127.8421474,172,42.31006622314453
1577879180.7735813,174,43.24300003051758
1577879232.3795621,176,43.00667953491211
1577879283.3123412,178,44.06585693359375
1577879336.0782201,180,43.813758850097656
1577879386.8594046,182,43.29815673828125
1577879440.8799248,184,43.3492317199707
1577879494.1374881,186,43.23716735839844
1577879547.9575465,188,42.3001594543457
1577879598.9481704,190,42.220550537109375
1577879650.4414523,192,42.83883285522461
1577879701.7921143,194,42.799354553222656
1577879752.8286161,196,42.35061264038086
1577879804.242111,198,43.22414016723633
1577879857.5256035,200,42.83839416503906
1577879910.3074384,202,42.76691818237305
1577879962.6085587,204,42.622642517089844
1577880014.563604,206,42.309322357177734
1577880065.9441867,208,42.45381164550781
1577880117.0435207,210,42.584564208984375
1577880168.1229098,212,42.2177734375
1577880219.0776315,214,42.79323196411133
1577880270.1649973,216,42.294612884521484
1577880321.7091413,218,42.538909912109375
1577880373.609334,220,43.000083923339844
1577880425.1245563,222,42.365997314453125
1577880476.2927067,224,43.11900329589844
1577880527.5675714,226,42.62946319580078
1577880578.9661076,228,43.04838180541992
1577880630.386581,230,42.4539794921875
1577880681.8489459,232,42.52983856201172
1577880733.0859115,234,42.43201446533203
1577880784.139369,236,42.27145767211914
1577880835.342425,238,42.609840393066406
1577880886.8197489,240,42.652565002441406
1577880938.4097726,242,42.83879470825195
1577880989.8023214,244,42.046287536621094
1577881041.060232,246,42.20479965209961
1577881092.4557745,248,42.258140563964844
1577881144.0358229,250,42.12736511230469
1577881195.230902,252,42.31491470336914
1577881246.3900762,254,42.23569107055664
1577881297.7706594,256,42.629310607910156
1577881348.5867503,258,42.12841033935547
1577881400.3094172,260,42.277618408203125
1577881450.89712,262,42.60520935058594
1577881502.288673,264,42.01869583129883
1577881555.4036176,266,42.62645721435547
1577881607.8353884,268,42.65714645385742
1577881659.0603874,270,42.61185073852539
1577881711.2707486,272,42.35047912597656
1577881764.2041779,274,41.998050689697266
1577881818.0691156,276,42.27450180053711
1577881871.4702945,278,42.507450103759766
1577881923.7863743,280,42.07468032836914
1577881974.9654963,282,42.21255111694336
1577882025.99402,284,42.55104064941406
1577882077.2220109,286,41.95527267456055
1577882128.9686134,288,42.760101318359375
1577882180.5027852,290,42.492469787597656
1577882231.5712032,292,42.92019271850586
1577882282.7533147,294,41.983985900878906
1577882334.0291789,296,42.009422302246094
1577882385.6959937,298,42.26414489746094
1577882440.6440365,300,41.91545486450195
1577882492.385651,302,42.09690856933594
1577882544.536176,304,42.26308822631836
1577882599.7305589,306,42.24399948120117
1577882655.4535255,308,42.29469299316406
1577882707.3307796,310,42.30796813964844
1577882759.028514,312,42.30500793457031
1577882794.0169408,314,42.31660079956055
1577882827.9970572,316,42.37568283081055
1577882860.6118474,318,42.32352828979492
1577882895.291153,320,42.304969787597656
1577882930.9040773,322,42.26585388183594
1577882969.2988753,324,42.30263900756836
1577883004.0417657,326,42.32725143432617
1577883037.7114334,328,42.28623580932617
1577883071.842404,330,42.32449722290039
1577883105.260316,332,42.30022048950195
1577883138.0111208,334,42.31494903564453
1577883171.0594614,336,42.30013656616211
1577883204.0210502,338,42.31232452392578
1577883237.1530504,340,42.332210540771484
1577883271.5778444,342,42.33164978027344
1577883305.3070652,344,42.32282638549805
1577883339.5026116,346,42.25416946411133
1577883372.4356136,348,42.35438537597656
1577883405.7256868,350,42.289031982421875
1577883439.8494487,352,42.30485153198242
1577883474.8099246,354,42.30755615234375
1577883508.0154667,356,42.27581024169922
1577883550.1382954,358,42.318138122558594
1577883592.7478487,360,42.29466247558594
1577883635.6495657,362,42.35597610473633
1577883689.425367,364,42.34726333618164
1577883744.035719,366,42.299713134765625
1577883804.3391962,368,42.29353713989258
1577883891.8509834,370,42.31134033203125
1577883944.0431437,372,42.313594818115234
1577884014.0765302,374,42.31045913696289
1577884081.2885158,376,42.33529281616211
1577884145.7966838,378,42.31778335571289
1577884209.7815573,380,42.323577880859375
1577884273.3401237,382,42.26971435546875
1577884337.6114664,384,42.2856330871582
1577884401.1249874,386,42.35060501098633
1577884465.3357384,388,42.30931854248047
1577884528.4427235,390,42.36244583129883
1577884595.102029,392,42.31682205200195
1577884658.8716164,394,42.287113189697266
1577884723.784944,396,42.353973388671875
