Wall time,Step,Value
1577874427.3790846,0,100.0696029663086
1577874470.137727,2,99.35911560058594
1577874514.1021433,4,98.80287170410156
1577874675.11603,0,0.9085898995399475
1577874726.2771988,2,0.8878839612007141
1577874777.3685546,4,0.8793818950653076
1577874829.310635,6,0.8706659078598022
1577874880.6672812,8,0.8649482131004333
1577874932.404909,10,0.8591845631599426
1577874984.1026442,12,0.8567256331443787
1577875035.9230487,14,0.8496886491775513
1577875087.4013705,16,0.8387646079063416
1577875139.511002,18,0.8248245120048523
1577875190.7429826,20,0.8182394504547119
1577875242.3878572,22,0.8141088485717773
1577875293.5340667,24,0.8048326373100281
1577875345.2128513,26,0.8113141059875488
1577875396.3660412,28,0.7954517602920532
1577875447.8254125,30,0.7900240421295166
1577875499.2149708,32,0.784624457359314
1577875550.5157664,34,0.7805971503257751
1577875601.8075862,36,0.7777624726295471
1577875653.4973438,38,0.7684637308120728
1577875704.5687509,40,0.7642991542816162
1577875756.269478,42,0.7620828151702881
1577875808.3681402,44,0.7566802501678467
1577875860.6792326,46,0.761170506477356
1577875912.5155976,48,0.7556310892105103
1577875963.8054209,50,0.7495051622390747
1577876015.9050815,52,0.7413049936294556
1577876067.5709007,54,0.7457770705223083
1577876119.9857159,56,0.7328172922134399
1577876171.707386,58,0.736233651638031
1577876223.4480052,60,0.7277742624282837
1577876274.6390939,62,0.7206811904907227
1577876326.7746582,64,0.7163656949996948
1577876378.578109,66,0.7189152836799622
1577876430.3147388,68,0.706217348575592
1577876481.8828192,70,0.7080027461051941
1577876533.3292265,72,0.7049758434295654
1577876585.0508957,74,0.6935982704162598
1577876637.0268853,76,0.6917259097099304
1577876688.5191703,78,0.6878336668014526
1577876739.8379178,80,0.6801250576972961
1577876792.2906094,82,0.6819537878036499
1577876843.518586,84,0.6749779582023621
1577876894.8822157,86,0.671314001083374
1577876947.0107958,88,0.6628183722496033
1577876998.9488883,90,0.6646803617477417
1577877050.6047335,92,0.6612112522125244
1577877102.4251392,94,0.6636889576911926
1577877154.2335763,96,0.6499203443527222
1577877205.343882,98,0.6462748646736145
1577877256.5678842,100,0.6401803493499756
1577877307.9215372,102,0.6354884505271912
1577877359.3519866,104,0.6341276168823242
1577877410.1989965,106,0.6328144073486328
1577877461.2554448,108,0.6330306529998779
1577877512.6210687,110,0.6321902275085449
1577877563.9517825,112,0.6330296993255615
1577877615.8838913,114,0.6304468512535095
1577877667.6354809,116,0.6300373673439026
1577877719.6274276,118,0.6307164430618286
1577877770.9242353,120,0.6292373538017273
1577877828.3047693,122,0.628925621509552
1577877883.5699635,124,0.6283488869667053
1577877934.811914,126,0.6263695359230042
1577877986.4218833,128,0.6274428367614746
1577878037.4384396,130,0.6258580088615417
1577878089.0823188,132,0.6279069185256958
1577878140.539694,134,0.6257802248001099
1577878191.7946126,136,0.6248184442520142
1577878242.7603045,138,0.6246480941772461
1577878294.309436,140,0.623431921005249
1577878345.430712,142,0.6235031485557556
1577878396.4392936,144,0.6240130662918091
1577878447.8188741,146,0.6223411560058594
1577878498.856374,148,0.6219918727874756
1577878550.210042,150,0.6209487915039062
1577878601.8120203,152,0.6207379102706909
1577878653.1586926,154,0.6215608716011047
1577878704.730763,156,0.6195203065872192
1577878756.2390032,158,0.6193049550056458
