Wall time,Step,Value
1577827115.4429142,0,0.28108149766921997
1577827247.1217382,2,0.599526584148407
1577827379.8308072,4,0.6863152384757996
1577827511.3341017,6,0.7744247913360596
1577827642.2848723,8,0.8148207068443298
1577827773.6186202,10,0.8359889388084412
1577827906.048435,12,0.8513280749320984
1577828038.0214717,14,0.8656270503997803
1577828169.4978368,16,0.8660143613815308
1577828300.8575141,18,0.8813135027885437
1577828432.990125,20,0.8891701698303223
1577828564.4275944,22,0.8910359144210815
1577828696.9661205,24,0.9024837017059326
1577828828.1004014,26,0.9081630706787109
1577828959.7353413,28,0.913479745388031
1577829090.300146,30,0.9128470420837402
1577829222.219326,32,0.9210460782051086
1577829353.0843287,34,0.9246681928634644
1577829484.5846276,36,0.9293746948242188
1577829616.4389842,38,0.928331196308136
1577829749.0263765,40,0.9338619112968445
1577829881.152006,42,0.9364028573036194
1577830014.0505674,44,0.9386373162269592
1577830145.2995415,46,0.9394689798355103
1577830277.528893,48,0.9424358010292053
1577830408.9633706,50,0.9451557397842407
1577830541.150834,52,0.9460247755050659
1577830672.7059896,54,0.9492421746253967
1577830804.4715812,56,0.9492551684379578
1577830936.2132392,58,0.9504664540290833
1577831069.8278852,60,0.9500517249107361
1577831201.7141528,62,0.9528578519821167
1577831292.3747027,64,0.956155002117157
1577831385.2174006,66,0.9528955221176147
1577831478.4072027,68,0.9556258320808411
1577831572.1275516,70,0.9566571712493896
1577831665.7312264,72,0.958629846572876
1577831750.6880088,74,0.9600043892860413
1577831834.3761947,76,0.9596329927444458
1577831917.87388,78,0.9610572457313538
1577832001.5640495,80,0.9614941477775574
1577832085.926433,82,0.9622436761856079
1577832169.9826365,84,0.9622040390968323
1577832254.889568,86,0.9642510414123535
1577832339.6379082,88,0.9633390307426453
1577832423.696165,90,0.9652717113494873
1577832507.8261507,92,0.9658645987510681
1577832591.615068,94,0.9654724597930908
1577832675.2404072,96,0.9657487869262695
1577832759.2317715,98,0.9677465558052063
1577832843.43158,100,0.9684744477272034
1577832927.3541944,102,0.97121661901474
1577833011.2777402,104,0.9717658162117004
1577833094.6986303,106,0.9712735414505005
1577833178.8057024,108,0.9725000858306885
1577833263.0294447,110,0.9722248911857605
1577833346.5440843,112,0.9725486636161804
1577833429.4832633,114,0.9728233814239502
1577833513.7349243,116,0.9728100299835205
1577833598.1102712,118,0.9718524217605591
1577833682.4177954,120,0.9729273319244385
1577833766.489002,122,0.973084568977356
1577833850.2021105,124,0.9727323651313782
1577833933.858371,126,0.9730620384216309
1577834017.4168937,128,0.973183274269104
1577834100.882664,130,0.9731459021568298
1577834184.229752,132,0.9734370708465576
1577834267.9568202,134,0.9732295870780945
1577834351.7607234,136,0.9732859134674072
1577834435.428953,138,0.9730691313743591
1577834518.9515703,140,0.9732312560081482
1577834602.7065685,142,0.9735170006752014
1577834686.4884927,144,0.973673939704895
1577834770.032045,146,0.9737982153892517
1577834853.4290085,148,0.9739560484886169
1577834936.9576511,150,0.9738098382949829
1577835020.834393,152,0.9738494753837585
1577835105.159939,154,0.9737097024917603
1577835189.2001731,156,0.9738117456436157
1577835273.159628,158,0.9740791916847229
1577835357.151005,160,0.9738413691520691
1577835441.1144938,162,0.9737959504127502
1577835524.2810695,164,0.9740872979164124
1577835608.383171,166,0.9737946391105652
1577835694.8598936,168,0.9742904901504517
1577835779.19338,170,0.9742190837860107
1577835863.2775228,172,0.9741419553756714
1577835947.1761723,174,0.9740568995475769
1577836031.9086175,176,0.9738256335258484
1577836116.6449893,178,0.973736584186554
1577836200.6423957,180,0.9743678569793701
1577836284.6676693,182,0.9744580984115601
1577836368.8435402,184,0.9740326404571533
1577836452.8309157,186,0.9743771553039551
1577836536.8232863,188,0.9744735360145569
1577836621.0869136,190,0.9746358394622803
1577836705.2787821,192,0.9742624163627625
1577836789.6740718,194,0.9749155044555664
1577836873.8609138,196,0.9748684763908386
1577836958.1594622,198,0.9751120805740356
1577837042.108946,200,0.9747676849365234
1577837125.622612,202,0.9750386476516724
1577837210.124611,204,0.9750121831893921
1577837294.295527,206,0.9751579165458679
1577837378.6529438,208,0.9750788807868958
1577837462.3371305,210,0.9749903678894043
1577837547.1941707,212,0.9748668670654297
1577837631.0758283,214,0.9744773507118225
1577837715.3225443,216,0.9749675393104553
1577837798.877084,218,0.9748472571372986
1577837883.0569654,220,0.9752122759819031
1577837967.80233,222,0.9751038551330566
1577838052.0969098,224,0.9741930961608887
1577838136.0025163,226,0.9749621748924255
1577838219.8911815,228,0.9751417636871338
1577838303.6950474,230,0.9750270843505859
1577838387.8200543,232,0.9751085638999939
1577838471.93808,234,0.9752667546272278
1577838555.6501913,236,0.9746615886688232
1577838639.650533,238,0.9750491976737976
1577838723.6339178,240,0.9750945568084717
1577838807.503608,242,0.9750295281410217
1577838891.1758258,244,0.9752258658409119
1577838974.7482903,246,0.9754326343536377
1577839058.7356856,248,0.9749698042869568
1577839142.452787,250,0.9747419953346252
1577839226.203791,252,0.974882185459137
1577839309.761316,254,0.9753428101539612
1577839393.3338015,256,0.9751004576683044
1577839477.6403222,258,0.9753009080886841
1577839561.4003057,260,0.9749811887741089
1577839645.2051754,262,0.9749835133552551
1577839728.2500648,264,0.9752141237258911
1577839812.426991,266,0.9751008749008179
1577839896.6866379,268,0.9753851294517517
1577839980.651198,270,0.9750304222106934
1577840064.1797998,272,0.9751744866371155
1577840148.0494912,274,0.9751082062721252
1577840231.6010327,276,0.9750369191169739
1577840315.2702663,278,0.9750758409500122
1577840399.6276476,280,0.9751453399658203
1577840483.301846,282,0.9751060605049133
1577840567.7450275,284,0.9749227166175842
1577840652.2171059,286,0.9752660989761353
1577840736.2993026,288,0.9752882719039917
1577840820.6138282,290,0.9750486612319946
1577840904.1055343,292,0.9753016829490662
1577840987.6880128,294,0.9754586219787598
1577841072.3745308,296,0.97508704662323
1577841156.5045266,298,0.9755295515060425
1577841240.0201633,300,0.9748268723487854
1577841324.0384934,302,0.9753143191337585
1577841408.2293313,304,0.9753538966178894
1577841492.3922694,306,0.9751774072647095
1577841576.5342321,308,0.975131630897522
1577841661.2436757,310,0.9752396941184998
1577841745.419546,312,0.9753550887107849
1577841829.5585155,314,0.9753841161727905
1577841913.4521637,316,0.9752097725868225
1577841998.0193865,318,0.9752763509750366
1577842082.2441535,320,0.9752254486083984
1577842170.429289,322,0.9745294451713562
1577842278.103315,324,0.9755185842514038
1577842390.0983877,326,0.975264847278595
1577842500.1460643,328,0.975341796875
1577842609.2313151,330,0.97541743516922
1577842721.619943,332,0.9753413796424866
1577842832.0100815,334,0.9754133224487305
1577842939.8919358,336,0.9755199551582336
1577843049.420002,338,0.9754145741462708
1577843157.4201543,340,0.9754793643951416
1577843264.9156573,342,0.9749756455421448
1577843372.2386224,344,0.9754000902175903
1577843480.1330569,346,0.9751962423324585
1577843587.3682554,348,0.9752691984176636
1577843694.8108997,350,0.9753082990646362
1577843803.2089882,352,0.9753081202507019
1577843911.4744325,354,0.9753023386001587
1577844019.5972567,356,0.9753357768058777
1577844127.0099802,358,0.975209653377533
1577844235.8488896,360,0.9750866293907166
1577844342.425848,362,0.9751947522163391
1577844450.724204,364,0.9751352667808533
1577844558.9934702,366,0.9754741787910461
1577844667.437436,368,0.9754448533058167
1577844775.2062078,370,0.9752573370933533
1577844883.7289631,372,0.9753028750419617
1577844993.433192,374,0.975494384765625
1577845108.0695927,376,0.9752260446548462
1577845219.061743,378,0.974977970123291
1577845329.500375,380,0.9747995138168335
1577845440.5633357,382,0.9753584861755371
1577845551.5594769,384,0.9747129082679749
1577845659.1886208,386,0.9754583239555359
1577845767.706389,388,0.9753685593605042
1577845875.4751606,390,0.9752901196479797
1577845983.851308,392,0.9752416610717773
1577846076.9453273,394,0.9751585721969604
1577846179.4043002,396,0.9754421710968018
1577846282.0657315,398,0.974928081035614
1577846385.7434447,400,0.9750009179115295
1577846477.3554277,402,0.9735224843025208
1577846572.3354025,404,0.9752233028411865
1577846672.3698604,406,0.9753570556640625
1577846776.0256321,408,0.9753074049949646
1577846879.3871906,410,0.9752167463302612
1577846982.5652409,412,0.9751093983650208
1577847074.6758971,414,0.974468469619751
1577847177.9357278,416,0.9752371907234192
1577847280.4385836,418,0.9752629399299622
1577847383.6605155,420,0.9756096005439758
1577847483.7548127,422,0.9753164649009705
1577847575.3847482,424,0.9754666090011597
1577847664.8036015,426,0.9753884673118591
1577847761.3194711,428,0.9754348993301392
1577847868.3891113,430,0.9752323627471924
1577847974.8174691,432,0.9752973914146423
1577848081.6676953,434,0.9754151105880737
1577848189.380617,436,0.9755133986473083
1577848295.6124985,438,0.9750862121582031
1577848402.0947113,440,0.9752630591392517
1577848504.5616617,442,0.9752569794654846
1577848603.263683,444,0.9754161834716797
1577848702.88325,446,0.975626528263092
1577848801.9861984,448,0.9749320149421692
1577848901.8221865,450,0.9753050804138184
1577849000.616959,452,0.9750803112983704
1577849099.7009583,454,0.9753391146659851
1577849198.595464,456,0.9752129912376404
1577849298.268887,458,0.9755059480667114
1577849398.642366,460,0.9753051996231079
1577849497.9358048,462,0.9750993251800537
1577849596.6966684,464,0.9751349687576294
1577849695.447558,466,0.975149393081665
1577849794.4717176,468,0.974962055683136
1577849894.3894868,470,0.9751850962638855
1577849993.8365152,472,0.9756031632423401
1577850092.3211167,474,0.9754503965377808
1577850192.1002574,476,0.9746333360671997
1577850290.4801412,478,0.9753473997116089
1577850388.911883,480,0.9751800894737244
1577850488.1025972,482,0.9753336310386658
1577850587.4269538,484,0.975161612033844
1577850686.8500447,486,0.9754312038421631
1577850784.6245463,488,0.9754050374031067
1577850884.6869295,490,0.9754800796508789
1577850983.8766465,492,0.9749210476875305
1577851082.485916,494,0.9754308462142944
1577851180.7899992,496,0.9742670655250549
1577851279.3962765,498,0.9749159812927246
